,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
852441,T852442,C4924750,1961-02-03,F,KUWAIT,525829.42,2016-09-09,23:18:41,628.0,55
852553,T852554,C3520833,1976-08-23,M,ABU DHABI,328.92,2016-09-09,19:19:15,7596.2,40
852598,T852599,C8816121,1986-06-01,M,SHARJAH,3206269.91,2016-09-09,20:33:13,4770.0,30
853030,T853031,C8941752,1976-02-27,M,BUDAPEST,728713.69,2016-09-09,18:55:43,35.51,40
853779,T853780,C5041748,1976-02-27,M,BUDAPEST,728713.69,2016-09-09,17:52:51,4.59,40
853948,T853949,C2840413,1987-04-15,M,DUBAI,203.45,2016-09-09,20:53:54,8586.0,29
854102,T854103,C1841183,1957-03-12,M,SILVER SPRING,298068.34,2016-09-09,22:50:11,42847.0,59
854159,T854160,C6213771,1969-01-17,M,JEDDAH,147357.6,2016-09-09,22:01:59,825.0,47
854302,T854303,C1512133,1974-09-15,M,ABU DHABI,14571.49,2016-09-09,22:33:40,1600.0,42
855131,T855132,C5623447,1984-11-16,M,AL SALMIYA,17477.46,2016-09-09,21:43:37,3450.0,31
855181,T855182,C4610787,1985-02-02,M,DOHA,48681.32,2016-09-09,09:50:45,19.54,31
855184,T855185,C4726544,1995-09-10,F,GLEN HUNTLY,167256.31,2016-09-09,22:11:19,325.66,21
855292,T855293,C4327838,1986-05-20,M,ABU DHABI,41650.66,2016-09-09,19:10:16,579.0,30
855412,T855413,C4834328,1981-04-12,M,JERSEY CITY,198466.33,2016-09-09,22:17:11,273.0,35
856011,T856012,C2342053,1968-07-24,M,SHARJAH,302350.97,2016-09-09,11:24:37,1080.0,48
856428,T856429,C8620824,1976-08-23,M,ABU DHABI,7.68,2016-09-09,19:17:01,7596.2,40
856686,T856687,C6333625,1963-10-15,M,ABU DHABI,680337.88,2016-09-09,19:14:17,6693.87,53
856794,T856795,C7332448,1981-06-16,M,ABU DHABI,143.28,2016-09-09,20:37:24,2800.0,35
857126,T857127,C2127829,1986-05-20,M,ABU DHABI,41650.66,2016-09-09,21:37:22,999.0,30
857293,T857294,C5293745,1944-10-25,M,SINGAPORE,50713.16,2016-09-08,08:37:14,15000.0,72
857362,T857363,C2326378,1982-03-12,M,SUNNYVALE,41433.77,2016-09-09,20:49:04,8375.0,34
857438,T857439,C5737335,1983-03-28,M,COCKEYSVILLE,6710.98,2016-09-09,22:10:04,4115.0,33
858734,T858735,C1037215,1981-03-01,M,ANTWERPEN,2765110.89,2016-09-08,00:01:56,5000.0,35
859609,T859610,C5826531,1995-09-10,F,GLEN HUNTLY,167256.31,2016-09-09,22:06:54,218.26,21
859614,T859615,C7638962,1983-12-18,M,MUSCAT,16.26,2016-09-09,23:05:02,36.0,32
859683,T859684,C7441789,1976-02-27,M,BUDAPEST,728713.69,2016-09-09,17:53:14,4.59,40
860000,T860001,C5938759,1981-01-23,M,DUBAI,449727.34,2016-09-08,06:36:10,515.0,35
860086,T860087,C5724758,1961-02-03,F,KUWAIT,525829.42,2016-09-09,23:07:44,240.0,55
860630,T860631,C8180040,1961-08-14,M,SHARJAH,27319.44,2016-09-09,20:48:07,131.0,55
860648,T860649,C3447150,1977-05-20,M,ELPHINSTONE W,12977.37,2016-09-09,21:28:35,445.0,39
860896,T860897,C6340213,1974-09-11,M,DUBAI,957754.88,2016-09-08,10:25:24,5805.47,42
861377,T861378,C8819985,1987-08-01,M,TOKYO,78539.56,2016-09-08,11:20:35,25000.0,29
861546,T861547,C4548891,1966-10-30,M,DUBAI,669776.8,2016-09-08,12:26:57,688.13,50
861681,T861682,C6322157,1988-05-25,M,NEGARA,14816.79,2016-09-08,15:11:52,0.74,28
862133,T862134,C1879051,1963-08-04,M,LONDON,43067.21,2016-09-08,11:42:32,2100.0,53
862646,T862647,C5240283,1974-09-11,M,DUBAI,957754.88,2016-09-08,10:28:01,1862.77,42
862991,T862992,C7538777,1981-01-23,M,DUBAI,449727.34,2016-09-08,07:06:34,180.0,35
863108,T863109,C6231586,1976-11-07,M,SYDNEY,27244.2,2016-09-08,12:42:13,947.0,39
863427,T863428,C1717968,1988-12-24,M,DUBAI,1686.2,2016-09-08,13:46:19,1400.0,27
863808,T863809,C2719352,1983-11-02,M,DEVONSHIRE,42476.15,2016-09-08,14:42:48,500.0,32
863847,T863848,C4236746,1976-09-16,F,DUBAI,16615.32,2016-09-08,11:03:14,1022.33,40
863901,T863902,C5423764,1958-08-01,M,FREMONT,402364.98,2016-09-08,12:54:02,1790.0,58
864395,T864396,C3519913,1987-08-01,M,TOKYO,78539.56,2016-09-08,11:12:24,50000.0,29
864685,T864686,C1340588,1947-05-21,M,DUBAI,1429516.01,2016-09-08,15:06:17,4600.0,69
864719,T864720,C1812229,1966-05-15,M,DOHA,55631.61,2016-09-08,11:04:34,4621.0,50
865074,T865075,C4774665,1978-03-03,M,SINGAPORE,71427.93,2016-09-08,11:01:59,721.28,38
865414,T865415,C5844076,1968-07-30,M,SHARJAH,863740.39,2016-09-08,14:31:30,4335.0,48
865432,T865433,C6519982,1987-08-01,M,TOKYO,78539.56,2016-09-08,11:06:51,50000.0,29
865554,T865555,C2011272,1981-10-25,M,SHARJAH,640370.58,2016-09-08,13:54:44,81.0,35
865594,T865595,C3540591,1947-05-21,M,DUBAI,1429516.01,2016-09-08,15:03:23,4500.0,69
865624,T865625,C7044055,1968-07-30,M,SHARJAH,863740.39,2016-09-08,11:53:19,2923.0,48
865636,T865637,C5319987,1987-08-01,M,TOKYO,78539.56,2016-09-08,11:06:15,125000.0,29
866018,T866019,C1219915,1987-08-01,M,TOKYO,78539.56,2016-09-08,11:19:12,25000.0,29
866411,T866412,C7931175,1989-04-29,M,DHAHRAN,327882.89,2016-09-08,13:18:01,5000.0,27
866709,T866710,C2644092,1968-07-30,M,SHARJAH,863740.39,2016-09-08,16:38:16,5790.0,48
867044,T867045,C5212725,1990-04-05,M,MUSCAT,48949.9,2016-09-08,14:23:55,2386.0,26
867240,T867241,C8224767,1961-02-03,F,KUWAIT,525829.42,2016-09-08,16:40:11,1106.0,55
867307,T867308,C8735263,1971-01-14,M,DOHA,5.34,2016-09-08,17:07:05,1700.0,45
867526,T867527,C7517018,1985-07-11,M,LAGOS,6489159.04,2016-09-08,16:50:48,38.0,31
867639,T867640,C1479057,1963-08-04,M,LONDON,43067.21,2016-09-08,14:29:08,865.0,53
868077,T868078,C5329830,1986-05-19,M,LODZ,7739.45,2016-09-08,16:38:40,339.0,30
868275,T868276,C1816071,1960-08-01,M,CHISOPANI,2148.49,2016-09-08,17:46:27,14000.0,56
869059,T869060,C5412639,1986-10-22,F,DUBLIN1,766935.27,2016-09-08,17:40:44,577.0,30
870975,T870976,C5219353,1983-11-02,M,DEVONSHIRE,42476.15,2016-09-08,15:24:25,146.0,32
871548,T871549,C1217051,1985-07-11,M,LAGOS,6489159.04,2016-09-08,16:52:50,145.0,31
872098,T872099,C4830376,1968-08-01,F,DUBAI,74.88,2016-09-08,17:35:15,293.0,48
872126,T872127,C3144048,1968-07-30,M,SHARJAH,863740.39,2016-09-08,17:26:37,85.0,48
872718,T872719,C3621426,1951-01-13,M,DUBAI,232514.66,2016-09-08,20:28:04,12866.0,65
873044,T873045,C8521253,1984-07-25,M,STAINES,10109.97,2016-09-08,20:08:27,1379.3,32
873179,T873180,C8711074,1986-10-16,F,SHARJAH,85561.95,2016-09-08,18:40:31,2417.0,30
873337,T873338,C8237327,1990-05-10,M,DUBAI,1834738.22,2016-09-08,20:41:55,3300.0,26
873715,T873716,C3827487,1983-10-01,M,SINGAPORE,522.29,2016-09-08,20:35:19,4898.0,33
873743,T873744,C3421277,1984-07-25,M,STAINES,10109.97,2016-09-08,20:12:04,1948.0,32
873913,T873914,C8420332,1983-11-19,F,KUWAIT,35359.95,2016-09-08,21:08:47,3175.2,32
874144,T874145,C3011024,1986-10-16,F,SHARJAH,85561.95,2016-09-08,18:57:48,2912.0,30
875129,T875130,C5939213,1985-06-09,M,SYDNEY,5517.45,2016-09-08,18:27:12,68.0,31
875166,T875167,C6657740,1976-05-28,M,NSW,47190.25,2016-09-08,18:31:08,6300.0,40
875314,T875315,C3835586,1978-10-05,M,DOHA,990.69,2016-09-08,14:29:36,0.0,38
875794,T875795,C2831166,1989-04-29,M,DHAHRAN,327882.89,2016-09-08,23:14:50,2904.0,27
875809,T875810,C7222419,1982-10-25,M,DUBAI,1127892.55,2016-09-08,22:33:37,1537.0,34
876330,T876331,C2814690,1993-05-24,M,DUBAI,101422.94,2016-09-08,23:39:27,515.0,23
877188,T877189,C5117519,1981-08-22,M,UXBRIDGE,0.81,2016-09-08,22:50:21,467.0,35
877333,T877334,C5880080,1961-08-14,M,SHARJAH,27319.44,2016-09-08,19:40:19,24.0,55
877568,T877569,C7132091,1972-01-09,M,UAE,11165.21,2016-09-07,22:08:59,300.0,44
878188,T878189,C2534357,1981-04-12,M,JERSEY CITY,198466.33,2016-09-07,23:00:58,246.0,35
878274,T878275,C5523747,1958-08-01,M,FREMONT,402364.98,2016-09-08,22:05:42,5990.0,58
878889,T878890,C4617113,1986-03-16,M,ABU DHABI,610098.05,2016-09-08,20:55:57,205.0,30
878898,T878899,C7620361,1983-11-19,F,KUWAIT,35359.95,2016-09-08,21:06:29,9306.0,32
880185,T880186,C1334551,1978-02-15,M,RIYADH,112693.76,2016-09-07,21:11:26,690.0,38
880373,T880374,C8137285,1981-03-01,M,ANTWERPEN,2765110.89,2016-09-07,23:56:26,3938.0,35
880457,T880458,C7434587,1978-02-15,M,RIYADH,112693.76,2016-09-07,21:08:58,987.0,38
880980,T880981,C4932748,1987-03-31,M,SINGAPORE,27921.43,2016-09-07,23:18:01,860.0,29
881182,T881183,C4413133,1977-10-20,M,KUALA LUMPUR,2068.0,2016-09-08,21:26:10,323.2,39
881512,T881513,C5018957,1980-09-07,M,MOMBASA,4875052.46,2016-09-07,20:38:02,59.2,36
882410,T882411,C4241784,1976-02-27,M,BUDAPEST,728713.69,2016-09-07,17:52:02,6.73,40
882641,T882642,C8512132,1974-09-15,M,ABU DHABI,14571.49,2016-09-08,20:42:52,1450.0,42
882715,T882716,C4137261,1966-06-24,M,AREZZO,251241.82,2016-09-07,18:22:44,49.52,50
882763,T882764,C4313148,1977-10-20,M,KUALA LUMPUR,2068.0,2016-09-07,21:10:06,1082.24,39
883067,T883068,C5941787,1976-02-27,M,BUDAPEST,728713.69,2016-09-07,17:38:00,57.3,40
883480,T883481,C4127491,1983-10-01,M,SINGAPORE,522.29,2016-09-08,20:50:36,3808.0,33
883797,T883798,C6126369,1982-03-12,M,SUNNYVALE,41433.77,2016-09-08,22:15:09,588.0,34
885695,T885696,C6135440,1987-03-11,M,KHAMIS MUSHYAT,27882.13,2016-09-07,19:57:53,1833.07,29
885860,T885861,C5331558,1989-06-03,M,BORAS,339601.72,2016-09-07,21:24:56,2000.0,27
886895,T886896,C8468963,1982-02-01,M,ABU DHABI,9719.05,2016-09-07,20:00:14,129.0,34
886914,T886915,C1919964,1987-08-01,M,TOKYO,78539.56,2016-09-07,20:19:42,4798.0,29
887007,T887008,C6527440,1983-10-01,M,SINGAPORE,522.29,2016-09-07,20:48:16,10353.0,33
887059,T887060,C5772180,1994-01-07,M,OKHALDHUNGA,3630.4,2016-09-07,21:07:03,270.0,22
887090,T887091,C4468921,1982-02-01,M,ABU DHABI,9719.05,2016-09-07,20:22:01,101.31,34
887451,T887452,C4119928,1987-08-01,M,TOKYO,78539.56,2016-09-07,20:52:01,844.0,29
888831,T888832,C7624647,1982-11-16,M,DAR ES SALAAM,339611.68,2016-09-07,17:23:49,1276.0,33
889111,T889112,C1815644,1991-11-24,M,FUJAIRAH,130968.23,2016-09-07,19:17:58,2145.0,24
889804,T889805,C1420173,1986-05-05,M,ABU DHABI,290258.42,2016-09-07,19:56:50,6429.75,30
889902,T889903,C8029786,1984-07-25,M,UMM AL QUWAIN,110906.08,2016-09-07,18:06:55,220.0,32
890247,T890248,C7436238,1980-04-29,F,CHARLOTTE,458950.42,2016-09-07,17:12:44,2602.02,36
890748,T890749,C6713817,1983-07-14,M,LEIDEN,2530496.82,2016-09-07,14:38:29,200.0,33
890938,T890939,C3439371,1976-04-02,M,DOHA,636855.59,2016-09-07,14:58:54,25000.0,40
891015,T891016,C4533112,1984-01-09,M,FZCO DUBAI,30212.76,2016-09-07,17:20:40,2511.35,32
891718,T891719,C2039371,1976-04-02,M,DOHA,636855.59,2016-09-07,15:00:14,10000.0,40
891857,T891858,C4420738,1976-10-18,M,DOHA,21641.11,2016-09-07,14:54:32,2590.0,40
892004,T892005,C4835489,1987-03-11,M,KHAMIS MUSHYAT,27882.13,2016-09-07,16:45:00,795.0,29
892448,T892449,C8439322,1976-04-02,M,DOHA,636855.59,2016-09-07,14:57:42,41600.0,40
892607,T892608,C7939366,1976-04-02,M,DOHA,636855.59,2016-09-07,14:58:18,41600.0,40
892940,T892941,C5339376,1976-04-02,M,DOHA,636855.59,2016-09-07,14:59:51,16600.0,40
893391,T893392,C3614659,1960-11-15,M,DUBAI,265699.47,2016-09-07,18:00:40,1798.0,55
893948,T893949,C6793737,1944-10-25,M,SINGAPORE,50713.16,2016-09-07,15:59:53,7425.0,72
893957,T893958,C7826118,1977-10-17,M,DUBAI,1801254.61,2016-09-07,15:55:25,3800.0,39
894634,T894635,C4837792,1954-01-10,F,RIYADH,412927.82,2016-09-07,12:37:31,1267.2,62
894678,T894679,C4534152,1984-02-29,M,SHARJAH,98430.56,2016-09-07,16:05:25,32422.0,32
895321,T895322,C5225838,1986-12-30,F,STILLORGAN,9934.69,2016-09-07,12:58:13,900.0,29
895423,T895424,C6726323,1982-03-12,M,SUNNYVALE,41433.77,2016-09-07,16:12:02,8396.0,34
896331,T896332,C7334119,1984-02-29,M,SHARJAH,98430.56,2016-09-07,15:29:11,2475.0,32
897173,T897174,C2018352,1984-01-01,M,DOHA,5923.31,2016-09-07,09:44:32,891.0,32
897263,T897264,C1440262,1974-09-11,M,DUBAI,957754.88,2016-09-07,12:06:45,4850.0,42
897696,T897697,C4423764,1958-08-01,M,FREMONT,402364.98,2016-09-07,13:13:10,2299.0,58
898006,T898007,C5229815,1986-05-19,M,LODZ,7739.45,2016-09-07,11:44:52,442.0,30
898221,T898222,C6723737,1958-08-01,M,FREMONT,402364.98,2016-09-07,12:22:53,2799.0,58
898339,T898340,C5212254,1982-05-20,M,MUSCAT,236190.41,2016-09-07,13:11:08,1900.0,34
899264,T899265,C5135788,1986-06-07,M,YANBU AL BAHAR,191700.16,2016-09-07,01:41:20,296.0,30
899301,T899302,C5979137,1981-05-16,M,ABU DHABI,1040.07,2016-09-12,16:48:54,813.0,35
899390,T899391,C2015152,1982-09-21,M,AJMAN,635663.14,2016-09-12,17:20:18,290.0,34
899481,T899482,C6137126,1990-06-07,F,NAWALPARASI,10973.34,2016-09-07,07:53:44,108.0,26
899946,T899947,C2218544,1945-12-10,M,ABU DHABI,11473090.36,2016-09-07,08:35:24,7480.0,70
900255,T900256,C6621288,1984-07-25,M,STAINES,10109.97,2016-09-12,16:56:16,450.0,32
900416,T900417,C2625225,1954-12-04,M,RIYADH,235624.38,2016-09-12,18:09:28,676.0,61
900526,T900527,C6818561,1945-12-10,M,ABU DHABI,11473090.36,2016-09-07,08:38:15,710.0,70
900902,T900903,C7829613,1984-09-14,M,BRUXELLES,99639.86,2016-09-07,02:32:39,14794.0,32
901239,T901240,C4635713,1986-11-29,F,SHARJAH,12897.74,2016-09-07,11:44:39,350.0,29
901381,T901382,C2529772,1984-07-25,M,UMM AL QUWAIN,110906.08,2016-09-12,17:28:07,704.0,32
901387,T901388,C1226974,1969-10-03,M,SAFAT,418783.34,2016-09-12,17:35:43,1672.0,47
901401,T901402,C9026931,1969-10-03,M,SAFAT,418783.34,2016-09-12,18:13:07,11004.0,47
901839,T901840,C2539269,1985-06-09,M,SYDNEY,5517.45,2016-09-07,07:43:21,110.0,31
902019,T902020,C1034131,1974-06-03,M,JEBEL ALI,20873.34,2016-09-12,15:59:04,1900.0,42
902075,T902076,C5920964,1962-06-10,M,HOFUF,1341116.25,2016-09-12,14:46:49,3660.0,54
902173,T902174,C5556176,1986-09-10,M,ABU DHABI,87774.06,2016-09-12,15:50:31,275.81,30
902388,T902389,C8042870,1972-03-23,F,DUBAI,133355.05,2016-09-12,15:36:41,8143.9,44
902486,T902487,C2444092,1968-07-30,M,SHARJAH,863740.39,2016-09-12,15:56:52,1090.0,48
902524,T902525,C3556170,1986-09-10,M,ABU DHABI,87774.06,2016-09-12,15:47:06,1190.0,30
902670,T902671,C1123112,1979-06-03,M,DUBAI,2304399.98,2016-09-12,17:22:43,3300.0,37
902756,T902757,C6242871,1972-03-23,F,DUBAI,133355.05,2016-09-12,16:22:42,55035.8,44
902911,T902912,C6142866,1972-03-23,F,DUBAI,133355.05,2016-09-12,16:00:14,76142.8,44
902940,T902941,C7638964,1983-12-18,M,MUSCAT,16.26,2016-09-12,17:07:54,599.0,32
903757,T903758,C2711028,1986-10-16,F,SHARJAH,85561.95,2016-09-12,16:40:50,2199.0,30
903796,T903797,C7542847,1972-03-23,F,DUBAI,133355.05,2016-09-12,15:51:04,27510.8,44
904060,T904061,C5542890,1972-03-23,F,DUBAI,133355.05,2016-09-12,16:16:45,76142.8,44
904265,T904266,C2980018,1961-08-14,M,SHARJAH,27319.44,2016-09-12,15:38:36,500.0,55
904492,T904493,C1124757,1961-02-03,F,KUWAIT,525829.42,2016-09-12,14:17:01,371.0,55
904556,T904557,C5038748,1981-01-23,M,DUBAI,449727.34,2016-09-12,15:23:24,2653.0,35
904637,T904638,C7821946,1985-11-09,M,ABU DHABI,300207.93,2016-09-12,16:59:11,1399.0,30
904675,T904676,C7638776,1981-01-23,M,DUBAI,449727.34,2016-09-12,15:26:45,1999.0,35
904953,T904954,C3912245,1982-05-20,M,MUSCAT,236190.41,2016-09-12,15:07:58,501.0,34
905256,T905257,C1332052,1972-01-09,M,UAE,11165.21,2016-09-12,15:27:29,475.0,44
905322,T905323,C8321919,1985-11-09,M,ABU DHABI,300207.93,2016-09-12,15:24:08,3898.0,30
905345,T905346,C7842880,1972-03-23,F,DUBAI,133355.05,2016-09-12,16:11:04,76142.8,44
905543,T905544,C7534820,1971-04-27,M,DUBAI,3577.52,2016-09-12,15:13:15,9730.0,45
905637,T905638,C2380629,1983-07-28,F,UNION CITY,486314.1,2016-09-12,16:09:26,4566.0,33
905681,T905682,C2917488,1983-05-01,F,DUBAI,503193.25,2016-09-12,15:29:52,13000.0,33
905756,T905757,C7321951,1985-11-09,M,ABU DHABI,300207.93,2016-09-12,16:04:09,736.0,30
905774,T905775,C5842841,1972-03-23,F,DUBAI,133355.05,2016-09-12,16:06:39,76142.8,44
905813,T905814,C4724746,1961-02-03,F,KUWAIT,525829.42,2016-09-12,15:17:42,413.0,55
905972,T905973,C6015750,1990-11-16,F,BEDFORD,455143.42,2016-09-12,14:13:23,1983.81,25
905975,T905976,C7525669,1965-10-23,M,SURREY,695106.47,2016-09-12,13:31:41,22292.0,51
906899,T906900,C3326341,1978-12-21,M,HONGKONG,2241707.15,2016-09-12,13:11:31,1720.0,37
906979,T906980,C2942659,1988-12-18,M,SINGAPORE,61544.94,2016-09-12,13:06:15,225.0,27
907889,T907890,C9080083,1961-08-14,M,SHARJAH,27319.44,2016-09-12,15:24:31,311.52,55
908035,T908036,C3023748,1958-08-01,M,FREMONT,402364.98,2016-09-12,13:01:18,1899.0,58
908327,T908328,C6342411,1984-03-31,F,HOUSTON,775900.62,2016-09-12,14:39:46,4847.0,32
908510,T908511,C5211040,1986-10-16,F,SHARJAH,85561.95,2016-09-12,12:03:22,3505.01,30
908642,T908643,C2820979,1962-06-10,M,HOFUF,1341116.25,2016-09-12,12:33:32,2792.0,54
908846,T908847,C6079745,1981-06-02,M,SINGAPORE,37055.13,2016-09-12,13:09:33,5496.0,35
909360,T909361,C4423548,1987-07-01,M,DUBAI,1175394.37,2016-09-12,11:13:42,8602.0,29
909389,T909390,C5418569,1945-12-10,M,ABU DHABI,11473090.36,2016-09-12,11:00:28,2499.0,70
909700,T909701,C8044033,1968-07-30,M,SHARJAH,863740.39,2016-09-12,13:48:22,498.0,48
910466,T910467,C6327558,1992-09-27,M,SINGAPORE,190081.55,2016-09-12,00:31:17,120.0,24
910947,T910948,C2240782,1975-09-27,M,CASTLE HILL,321.95,2016-09-12,10:38:14,1155.0,41
911139,T911140,C3089231,1994-11-27,F,FLORIDA,1022943.64,2016-09-12,09:56:00,5012.11,21
911201,T911202,C1440569,1986-03-10,M,DOHA,20494.62,2016-09-12,04:16:15,3432.6,30
911671,T911672,C7237075,1975-01-09,M,MANAMA,8283327.28,2016-09-12,03:56:29,25.0,41
911976,T911977,C7342655,1988-12-18,M,SINGAPORE,61544.94,2016-09-12,11:59:00,190.0,27
912790,T912791,C6532016,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:36:12,15000.0,63
913195,T913196,C1932013,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:36:38,10000.0,63
913480,T913481,C8632041,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:34:13,23000.0,63
913584,T913585,C1915616,1991-11-24,M,FUJAIRAH,130968.23,2016-09-12,17:55:05,313.0,24
913733,T913734,C6219837,1946-09-25,M,AJMAN,84710.72,2016-09-12,18:35:02,600.0,70
913741,T913742,C3124685,1974-11-15,M,DUBAI,1920089.96,2016-09-12,18:38:34,25.0,41
913846,T913847,C3332082,1952-12-03,M,DUBAI,56957.58,2016-09-12,17:58:40,25000.0,63
913866,T913867,C3932084,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:34:32,20000.0,63
914010,T914011,C1732052,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:33:17,51000.0,63
914280,T914281,C4113721,1969-01-17,M,JEDDAH,147357.6,2016-09-12,17:57:26,5185.0,47
914487,T914488,C7412214,1982-05-20,M,MUSCAT,236190.41,2016-09-12,18:31:49,110.0,34
915378,T915379,C6913751,1969-01-17,M,JEDDAH,147357.6,2016-09-12,20:01:22,2860.0,47
915936,T915937,C1031070,1983-05-07,M,MUSCAT,98662.84,2016-09-12,19:59:08,1699.0,33
916145,T916146,C2732080,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:47:22,3000.0,63
916378,T916379,C7731066,1983-05-07,M,MUSCAT,98662.84,2016-09-12,19:25:22,6530.0,33
916424,T916425,C5832057,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:46:37,6000.0,63
916436,T916437,C4631062,1983-05-07,M,MUSCAT,98662.84,2016-09-12,19:00:25,1699.0,33
916642,T916643,C7332089,1952-12-03,M,DUBAI,56957.58,2016-09-12,18:33:53,30000.0,63
916709,T916710,C6424729,1961-02-03,F,KUWAIT,525829.42,2016-09-12,19:04:02,500.0,55
917103,T917104,C4626327,1982-03-12,M,SUNNYVALE,41433.77,2016-09-12,21:20:19,1210.0,34
917163,T917164,C2411064,1985-01-22,M,DUBAI,87994.71,2016-09-12,18:16:12,2985.0,31
917215,T917216,C5732433,1981-06-16,M,ABU DHABI,143.28,2016-09-12,21:06:27,46000.0,35
917463,T917464,C6712282,1982-05-20,M,MUSCAT,236190.41,2016-09-12,21:29:08,356.0,34
917565,T917566,C2110090,1989-06-05,M,DUBAI,78730.02,2016-09-12,21:02:07,2507.0,27
917658,T917659,C9040038,1994-09-15,F,OUTRAM,13233.2,2016-09-12,21:54:06,370.0,22
918141,T918142,C4531062,1983-05-07,M,MUSCAT,98662.84,2016-09-12,20:23:01,3037.5,33
918536,T918537,C3911772,1987-09-01,M,DOHA,54895.59,2016-09-12,21:02:07,157.0,29
918769,T918770,C2513832,1983-07-14,M,LEIDEN,2530496.82,2016-09-12,21:40:21,1037.0,33
919077,T919078,C7917792,1981-12-25,M,NSW,26904.85,2016-09-12,20:19:02,1616.91,34
919177,T919178,C9029761,1984-07-25,M,UMM AL QUWAIN,110906.08,2016-09-12,22:09:23,1892.0,32
919593,T919594,C8125254,1954-12-04,M,RIYADH,235624.38,2016-09-12,21:25:57,913.5,61
919973,T919974,C3211017,1986-10-16,F,SHARJAH,85561.95,2016-09-12,20:31:18,384.0,30
920416,T920417,C2731086,1983-05-07,M,MUSCAT,98662.84,2016-09-12,22:39:16,933.0,33
921004,T921005,C4924737,1961-02-03,F,KUWAIT,525829.42,2016-09-12,21:15:05,530.0,55
921193,T921194,C5723729,1958-08-01,M,FREMONT,402364.98,2016-09-12,21:40:50,21688.43,58
921467,T921468,C6540369,1988-08-04,M,JUBAIL,487.03,2016-09-11,10:24:10,15302.0,28
921489,T921490,C5740563,1983-08-08,M,SHARJAH,575.88,2016-09-11,01:33:25,360.0,33
921690,T921691,C5135565,1978-10-05,M,DOHA,990.69,2016-09-11,02:26:19,25.0,38
921822,T921823,C1139763,1980-08-15,M,AL KHOBAR,3239.81,2016-09-12,22:07:15,708.0,36
921901,T921902,C3122832,1984-05-10,M,DOHA,10975.96,2016-09-12,22:37:25,1479.0,32
922404,T922405,C3536753,1976-09-16,F,DUBAI,16615.32,2016-09-11,03:18:16,499.0,40
923218,T923219,C3425036,1960-05-10,F,SINGAPORE,487983.33,2016-09-11,00:18:34,2077.0,56
923755,T923756,C6626343,1982-03-12,M,SUNNYVALE,41433.77,2016-09-11,13:05:20,743.0,34
924110,T924111,C7593034,1970-09-28,M,KUWAIT,7186.14,2016-09-11,11:18:11,3946.0,46
924283,T924284,C5542116,1978-12-07,M,FRAMINGHAM,65351.68,2016-09-11,07:11:25,2725.5,37
924595,T924596,C7025767,1989-08-18,M,SHEIKH ZAYED ROAD,353202.48,2016-09-11,12:41:03,1482.27,27
924610,T924611,C2633021,1989-06-12,M,KIGALI,12405.19,2016-09-11,12:21:37,3824.0,27
924825,T924826,C3711081,1986-10-16,F,SHARJAH,85561.95,2016-09-11,12:00:20,2042.12,30
924842,T924843,C8834381,1981-04-12,M,JERSEY CITY,198466.33,2016-09-11,12:49:10,405.0,35
924982,T924983,C8624781,1961-02-03,F,KUWAIT,10495835.7,2016-09-11,00:47:08,5090.0,55
925089,T925090,C4229882,1979-06-26,M,ABU DHABI,99503.9,2016-09-11,11:56:29,3384.0,37
925387,T925388,C2638989,1983-12-18,M,MUSCAT,16.26,2016-09-11,10:15:30,9.0,32
925825,T925826,C5316063,1969-12-21,M,HOFFMAN ESTATES,927727.8,2016-09-11,12:10:59,2111.0,46
925837,T925838,C7838524,1963-04-17,M,SELANGOR,23032.96,2016-09-11,12:59:19,25.0,53
926106,T926107,C2937380,1990-05-10,M,DUBAI,1834738.22,2016-09-11,13:26:04,6903.0,26
927028,T927029,C1925543,1978-01-02,M,MUSCAT,274452.92,2016-09-11,12:26:58,385.0,38
927239,T927240,C6418156,1990-03-08,M,SHARJAH,389.66,2016-09-11,07:09:51,4478.0,26
927291,T927292,C7537335,1990-05-10,M,DUBAI,1834738.22,2016-09-11,12:16:26,1339.0,26
927977,T927978,C3423763,1958-08-01,M,FREMONT,402364.98,2016-09-11,13:15:33,15089.0,58
928431,T928432,C6337385,1990-05-10,M,DUBAI,1834738.22,2016-09-11,13:58:10,5104.0,26
929576,T929577,C4913738,1969-01-17,M,JEDDAH,147357.6,2016-09-11,15:21:07,2200.0,47
929722,T929723,C6526688,1994-03-08,M,KAYLA,3645.1,2016-09-11,14:37:23,500.0,22
929802,T929803,C1726918,1969-10-03,M,SAFAT,418783.34,2016-09-11,16:40:52,1151.0,47
930250,T930251,C4730932,1989-10-16,M,KANATA,24085.68,2016-09-11,15:17:41,2250.0,27
931797,T931798,C8928379,1982-01-05,M,JEDDAH,2808635.95,2016-09-11,15:15:55,3149.0,34
